draw_id,play,tier,pattern,numbers,note,winners,value
01288,,Giải Nhất,OOOOO,,,22,40000000
01288,,Giải Nhì,OOOO,,,1348,500000
01288,,Giải Ba,OOO,,,31333,50000
01287,,Jackpot 1,OOOOOO,,,0,133260892500
01287,,Jackpot 2,OOOOO|O,,,0,4776602350
01287,,Giải Nhất,OOOOO,,,23,40000000
01287,,Giải Nhì,OOOO,,,1390,500000
01287,,Giải Ba,OOO,,,29874,50000
01286,,Jackpot 1,OOOOOO,,,0,123854457900
01286,,Jackpot 2,OOOOO|O,,,0,3731442950
01286,,Giải Nhất,OOOOO,,,19,40000000
01286,,Giải Nhì,OOOO,,,1046,500000
01286,,Giải Ba,OOO,,,25921,50000
01285,,Jackpot 1,OOOOOO,,,0,117271471350
01285,,Jackpot 2,OOOOO|O,,,1,4177330300
01285,,Giải Nhất,OOOOO,,,223,40000000
01285,,Giải Nhì,OOOO,,,1767,500000
01285,,Giải Ba,OOO,,,34581,50000
01284,,Jackpot 1,OOOOOO,,,0,115627287900
01284,,Jackpot 2,OOOOO|O,,,0,3994643250
01284,,Giải Nhất,OOOOO,,,13,40000000
01284,,Giải Nhì,OOOO,,,1413,500000
01284,,Giải Ba,OOO,,,29106,50000
